s,p,o
ex:coin_28188,nmo:hasIssuer,ex:issuer_33
ex:coin_28189,nmo:hasIssuer,ex:issuer_33
ex:coin_28190,nmo:hasIssuer,ex:issuer_33
ex:coin_28191,nmo:hasIssuer,ex:issuer_33
ex:coin_28192,nmo:hasIssuer,ex:issuer_33
ex:coin_28193,nmo:hasIssuer,ex:issuer_33
ex:coin_28194,nmo:hasIssuer,ex:issuer_33
ex:coin_28195,nmo:hasIssuer,ex:issuer_33
ex:coin_28196,nmo:hasIssuer,ex:issuer_33
ex:coin_28380,nmo:hasIssuer,ex:issuer_33
ex:coin_29574,nmo:hasIssuer,ex:issuer_33
ex:coin_30207,nmo:hasIssuer,ex:issuer_33
ex:coin_30573,nmo:hasIssuer,ex:issuer_33
ex:coin_30613,nmo:hasIssuer,ex:issuer_33
ex:coin_31632,nmo:hasIssuer,ex:issuer_33
ex:coin_31658,nmo:hasIssuer,ex:issuer_33
ex:coin_31736,nmo:hasIssuer,ex:issuer_33
ex:coin_32034,nmo:hasIssuer,ex:issuer_33
ex:coin_32267,nmo:hasIssuer,ex:issuer_33
ex:coin_32568,nmo:hasIssuer,ex:issuer_33
ex:coin_33331,nmo:hasIssuer,ex:issuer_33
ex:coin_33518,nmo:hasIssuer,ex:issuer_33
ex:coin_33577,nmo:hasIssuer,ex:issuer_33
ex:coin_34220,nmo:hasIssuer,ex:issuer_33
ex:coin_34318,nmo:hasIssuer,ex:issuer_33
ex:coin_34365,nmo:hasIssuer,ex:issuer_33
ex:coin_34522,nmo:hasIssuer,ex:issuer_33
ex:coin_34629,nmo:hasIssuer,ex:issuer_33
ex:coin_34629,nmo:hasIssuer,ex:issuer_48
ex:coin_34697,nmo:hasIssuer,ex:issuer_33
ex:coin_34837,nmo:hasIssuer,ex:issuer_33
ex:coin_35007,nmo:hasIssuer,ex:issuer_33
ex:coin_35008,nmo:hasIssuer,ex:issuer_33
ex:coin_35072,nmo:hasIssuer,ex:issuer_33
ex:coin_35073,nmo:hasIssuer,ex:issuer_33
ex:coin_35074,nmo:hasIssuer,ex:issuer_33
ex:coin_35130,nmo:hasIssuer,ex:issuer_33
ex:coin_35149,nmo:hasIssuer,ex:issuer_33
ex:coin_35235,nmo:hasIssuer,ex:issuer_33
ex:coin_35241,nmo:hasIssuer,ex:issuer_33
ex:coin_35279,nmo:hasIssuer,ex:issuer_33
ex:coin_36829,nmo:hasIssuer,ex:issuer_33
ex:coin_36865,nmo:hasIssuer,ex:issuer_33
ex:coin_36971,nmo:hasIssuer,ex:issuer_33
ex:coin_42921,nmo:hasIssuer,ex:issuer_33
ex:coin_42922,nmo:hasIssuer,ex:issuer_33
ex:coin_284,nmo:hasIssuer,ex:issuer_48
ex:coin_1535,nmo:hasIssuer,ex:issuer_48
ex:coin_1585,nmo:hasIssuer,ex:issuer_48
ex:coin_1791,nmo:hasIssuer,ex:issuer_48
ex:coin_1876,nmo:hasIssuer,ex:issuer_48
ex:coin_1877,nmo:hasIssuer,ex:issuer_48
ex:coin_1878,nmo:hasIssuer,ex:issuer_48
ex:coin_1879,nmo:hasIssuer,ex:issuer_48
ex:coin_1880,nmo:hasIssuer,ex:issuer_48
ex:coin_5350,nmo:hasIssuer,ex:issuer_48
ex:coin_5405,nmo:hasIssuer,ex:issuer_48
ex:coin_5756,nmo:hasIssuer,ex:issuer_48
ex:coin_6197,nmo:hasIssuer,ex:issuer_48
ex:coin_6448,nmo:hasIssuer,ex:issuer_48
ex:coin_6505,nmo:hasIssuer,ex:issuer_48
ex:coin_6555,nmo:hasIssuer,ex:issuer_48
ex:coin_6612,nmo:hasIssuer,ex:issuer_48
ex:coin_7550,nmo:hasIssuer,ex:issuer_48
ex:coin_7922,nmo:hasIssuer,ex:issuer_48
ex:coin_7999,nmo:hasIssuer,ex:issuer_48
ex:coin_8376,nmo:hasIssuer,ex:issuer_48
ex:coin_8562,nmo:hasIssuer,ex:issuer_48
ex:coin_8562,nmo:hasIssuer,ex:issuer_52
ex:coin_8581,nmo:hasIssuer,ex:issuer_48
ex:coin_8681,nmo:hasIssuer,ex:issuer_48
ex:coin_10956,nmo:hasIssuer,ex:issuer_48
ex:coin_11034,nmo:hasIssuer,ex:issuer_48
ex:coin_11035,nmo:hasIssuer,ex:issuer_48
ex:coin_13087,nmo:hasIssuer,ex:issuer_48
ex:coin_13426,nmo:hasIssuer,ex:issuer_48
ex:coin_14185,nmo:hasIssuer,ex:issuer_48
ex:coin_14190,nmo:hasIssuer,ex:issuer_48
ex:coin_14202,nmo:hasIssuer,ex:issuer_48
ex:coin_15659,nmo:hasIssuer,ex:issuer_48
ex:coin_16416,nmo:hasIssuer,ex:issuer_48
ex:coin_16419,nmo:hasIssuer,ex:issuer_48
ex:coin_18377,nmo:hasIssuer,ex:issuer_48
ex:coin_35009,nmo:hasIssuer,ex:issuer_48
ex:coin_35010,nmo:hasIssuer,ex:issuer_48
ex:coin_35011,nmo:hasIssuer,ex:issuer_48
ex:coin_35012,nmo:hasIssuer,ex:issuer_48
ex:coin_35013,nmo:hasIssuer,ex:issuer_48
ex:coin_35014,nmo:hasIssuer,ex:issuer_48
ex:coin_35015,nmo:hasIssuer,ex:issuer_48
ex:coin_35016,nmo:hasIssuer,ex:issuer_48
ex:coin_35077,nmo:hasIssuer,ex:issuer_48
ex:coin_35102,nmo:hasIssuer,ex:issuer_48
ex:coin_35103,nmo:hasIssuer,ex:issuer_48
ex:coin_35118,nmo:hasIssuer,ex:issuer_48
ex:coin_35125,nmo:hasIssuer,ex:issuer_48
ex:coin_35167,nmo:hasIssuer,ex:issuer_48
ex:coin_35169,nmo:hasIssuer,ex:issuer_48
ex:coin_35179,nmo:hasIssuer,ex:issuer_48
ex:coin_35196,nmo:hasIssuer,ex:issuer_48
ex:coin_35203,nmo:hasIssuer,ex:issuer_48
ex:coin_35204,nmo:hasIssuer,ex:issuer_48
ex:coin_35210,nmo:hasIssuer,ex:issuer_48
ex:coin_35212,nmo:hasIssuer,ex:issuer_48
ex:coin_35228,nmo:hasIssuer,ex:issuer_48
ex:coin_35233,nmo:hasIssuer,ex:issuer_48
ex:coin_35243,nmo:hasIssuer,ex:issuer_48
ex:coin_35250,nmo:hasIssuer,ex:issuer_48
ex:coin_35256,nmo:hasIssuer,ex:issuer_48
ex:coin_35261,nmo:hasIssuer,ex:issuer_48
ex:coin_35268,nmo:hasIssuer,ex:issuer_48
ex:coin_35285,nmo:hasIssuer,ex:issuer_48
ex:coin_35289,nmo:hasIssuer,ex:issuer_48
ex:coin_36972,nmo:hasIssuer,ex:issuer_48
ex:coin_36978,nmo:hasIssuer,ex:issuer_48
ex:coin_36986,nmo:hasIssuer,ex:issuer_48
ex:coin_36987,nmo:hasIssuer,ex:issuer_48
ex:coin_36988,nmo:hasIssuer,ex:issuer_48
ex:coin_41407,nmo:hasIssuer,ex:issuer_48
ex:coin_42924,nmo:hasIssuer,ex:issuer_48
ex:coin_795,nmo:hasIssuer,ex:issuer_52
ex:coin_6249,nmo:hasIssuer,ex:issuer_52
ex:coin_6249,nmo:hasIssuer,ex:issuer_53
ex:coin_6567,nmo:hasIssuer,ex:issuer_52
ex:coin_6718,nmo:hasIssuer,ex:issuer_52
ex:coin_6877,nmo:hasIssuer,ex:issuer_52
ex:coin_6877,nmo:hasIssuer,ex:issuer_53
ex:coin_7620,nmo:hasIssuer,ex:issuer_52
ex:coin_9081,nmo:hasIssuer,ex:issuer_52
ex:coin_10543,nmo:hasIssuer,ex:issuer_52
ex:coin_12495,nmo:hasIssuer,ex:issuer_52
ex:coin_12593,nmo:hasIssuer,ex:issuer_52
ex:coin_12636,nmo:hasIssuer,ex:issuer_52
ex:coin_14212,nmo:hasIssuer,ex:issuer_52
ex:coin_15001,nmo:hasIssuer,ex:issuer_52
ex:coin_15115,nmo:hasIssuer,ex:issuer_52
ex:coin_15118,nmo:hasIssuer,ex:issuer_52
ex:coin_16252,nmo:hasIssuer,ex:issuer_52
ex:coin_33323,nmo:hasIssuer,ex:issuer_52
ex:coin_33323,nmo:hasIssuer,ex:issuer_53
ex:coin_34976,nmo:hasIssuer,ex:issuer_52
ex:coin_34977,nmo:hasIssuer,ex:issuer_52
ex:coin_34978,nmo:hasIssuer,ex:issuer_52
ex:coin_34980,nmo:hasIssuer,ex:issuer_52
ex:coin_35021,nmo:hasIssuer,ex:issuer_52
ex:coin_35022,nmo:hasIssuer,ex:issuer_52
ex:coin_35023,nmo:hasIssuer,ex:issuer_52
ex:coin_35024,nmo:hasIssuer,ex:issuer_52
ex:coin_35025,nmo:hasIssuer,ex:issuer_52
ex:coin_35026,nmo:hasIssuer,ex:issuer_52
ex:coin_35027,nmo:hasIssuer,ex:issuer_52
ex:coin_35056,nmo:hasIssuer,ex:issuer_52
ex:coin_35080,nmo:hasIssuer,ex:issuer_52
ex:coin_35081,nmo:hasIssuer,ex:issuer_52
ex:coin_35119,nmo:hasIssuer,ex:issuer_52
ex:coin_35135,nmo:hasIssuer,ex:issuer_52
ex:coin_35140,nmo:hasIssuer,ex:issuer_52
ex:coin_35145,nmo:hasIssuer,ex:issuer_52
ex:coin_35209,nmo:hasIssuer,ex:issuer_52
ex:coin_35217,nmo:hasIssuer,ex:issuer_52
ex:coin_35220,nmo:hasIssuer,ex:issuer_52
ex:coin_35224,nmo:hasIssuer,ex:issuer_52
ex:coin_35225,nmo:hasIssuer,ex:issuer_52
ex:coin_35252,nmo:hasIssuer,ex:issuer_52
ex:coin_35278,nmo:hasIssuer,ex:issuer_52
ex:coin_35293,nmo:hasIssuer,ex:issuer_52
ex:coin_36973,nmo:hasIssuer,ex:issuer_52
ex:coin_1792,nmo:hasIssuer,ex:issuer_53
ex:coin_7490,nmo:hasIssuer,ex:issuer_53
ex:coin_8432,nmo:hasIssuer,ex:issuer_53
ex:coin_8518,nmo:hasIssuer,ex:issuer_53
ex:coin_8583,nmo:hasIssuer,ex:issuer_53
ex:coin_9277,nmo:hasIssuer,ex:issuer_53
ex:coin_12758,nmo:hasIssuer,ex:issuer_53
ex:coin_16622,nmo:hasIssuer,ex:issuer_53
ex:coin_28104,nmo:hasIssuer,ex:issuer_53
ex:coin_34981,nmo:hasIssuer,ex:issuer_53
ex:coin_35262,nmo:hasIssuer,ex:issuer_53
ex:coin_40147,nmo:hasIssuer,ex:issuer_53
ex:coin_41405,nmo:hasIssuer,ex:issuer_53
ex:coin_41535,nmo:hasIssuer,ex:issuer_53
ex:coin_35263,nmo:hasIssuer,ex:issuer_58
ex:coin_35263,nmo:hasIssuer,ex:issuer_60
ex:coin_796,nmo:hasIssuer,ex:issuer_60
ex:coin_799,nmo:hasIssuer,ex:issuer_60
ex:coin_806,nmo:hasIssuer,ex:issuer_60
ex:coin_842,nmo:hasIssuer,ex:issuer_60
ex:coin_844,nmo:hasIssuer,ex:issuer_60
ex:coin_987,nmo:hasIssuer,ex:issuer_60
ex:coin_987,nmo:hasIssuer,ex:issuer_63
ex:coin_1161,nmo:hasIssuer,ex:issuer_60
ex:coin_1202,nmo:hasIssuer,ex:issuer_60
ex:coin_2895,nmo:hasIssuer,ex:issuer_60
ex:coin_2896,nmo:hasIssuer,ex:issuer_60
ex:coin_3158,nmo:hasIssuer,ex:issuer_60
ex:coin_3263,nmo:hasIssuer,ex:issuer_60
ex:coin_3264,nmo:hasIssuer,ex:issuer_60
ex:coin_3265,nmo:hasIssuer,ex:issuer_60
ex:coin_3379,nmo:hasIssuer,ex:issuer_60
ex:coin_3496,nmo:hasIssuer,ex:issuer_60
ex:coin_3497,nmo:hasIssuer,ex:issuer_60
ex:coin_3498,nmo:hasIssuer,ex:issuer_60
ex:coin_3499,nmo:hasIssuer,ex:issuer_60
ex:coin_3638,nmo:hasIssuer,ex:issuer_60
ex:coin_3639,nmo:hasIssuer,ex:issuer_60
ex:coin_3640,nmo:hasIssuer,ex:issuer_60
ex:coin_3641,nmo:hasIssuer,ex:issuer_60
ex:coin_3642,nmo:hasIssuer,ex:issuer_60
ex:coin_3643,nmo:hasIssuer,ex:issuer_60
ex:coin_3920,nmo:hasIssuer,ex:issuer_60
ex:coin_3921,nmo:hasIssuer,ex:issuer_60
ex:coin_3922,nmo:hasIssuer,ex:issuer_60
ex:coin_3923,nmo:hasIssuer,ex:issuer_60
ex:coin_3924,nmo:hasIssuer,ex:issuer_60
ex:coin_3925,nmo:hasIssuer,ex:issuer_60
ex:coin_3926,nmo:hasIssuer,ex:issuer_60
ex:coin_3927,nmo:hasIssuer,ex:issuer_60
ex:coin_4488,nmo:hasIssuer,ex:issuer_60
ex:coin_4489,nmo:hasIssuer,ex:issuer_60
ex:coin_4490,nmo:hasIssuer,ex:issuer_60
ex:coin_4491,nmo:hasIssuer,ex:issuer_60
ex:coin_4492,nmo:hasIssuer,ex:issuer_60
ex:coin_4493,nmo:hasIssuer,ex:issuer_60
ex:coin_4683,nmo:hasIssuer,ex:issuer_60
ex:coin_4797,nmo:hasIssuer,ex:issuer_60
ex:coin_4801,nmo:hasIssuer,ex:issuer_60
ex:coin_4802,nmo:hasIssuer,ex:issuer_60
ex:coin_5001,nmo:hasIssuer,ex:issuer_60
ex:coin_5011,nmo:hasIssuer,ex:issuer_60
ex:coin_5156,nmo:hasIssuer,ex:issuer_60
ex:coin_5157,nmo:hasIssuer,ex:issuer_60
ex:coin_5158,nmo:hasIssuer,ex:issuer_60
ex:coin_5159,nmo:hasIssuer,ex:issuer_60
ex:coin_5160,nmo:hasIssuer,ex:issuer_60
ex:coin_5411,nmo:hasIssuer,ex:issuer_60
ex:coin_5495,nmo:hasIssuer,ex:issuer_60
ex:coin_5655,nmo:hasIssuer,ex:issuer_60
ex:coin_6434,nmo:hasIssuer,ex:issuer_60
ex:coin_6540,nmo:hasIssuer,ex:issuer_60
ex:coin_7697,nmo:hasIssuer,ex:issuer_60
ex:coin_7698,nmo:hasIssuer,ex:issuer_60
ex:coin_7699,nmo:hasIssuer,ex:issuer_60
ex:coin_7700,nmo:hasIssuer,ex:issuer_60
ex:coin_7701,nmo:hasIssuer,ex:issuer_60
ex:coin_7702,nmo:hasIssuer,ex:issuer_60
ex:coin_7703,nmo:hasIssuer,ex:issuer_60
ex:coin_7704,nmo:hasIssuer,ex:issuer_60
ex:coin_7705,nmo:hasIssuer,ex:issuer_60
ex:coin_7706,nmo:hasIssuer,ex:issuer_60
ex:coin_7707,nmo:hasIssuer,ex:issuer_60
ex:coin_7708,nmo:hasIssuer,ex:issuer_60
ex:coin_7709,nmo:hasIssuer,ex:issuer_60
ex:coin_7710,nmo:hasIssuer,ex:issuer_60
ex:coin_8557,nmo:hasIssuer,ex:issuer_60
ex:coin_8925,nmo:hasIssuer,ex:issuer_60
ex:coin_8974,nmo:hasIssuer,ex:issuer_60
ex:coin_9298,nmo:hasIssuer,ex:issuer_60
ex:coin_10155,nmo:hasIssuer,ex:issuer_60
ex:coin_10163,nmo:hasIssuer,ex:issuer_60
ex:coin_10205,nmo:hasIssuer,ex:issuer_60
ex:coin_12028,nmo:hasIssuer,ex:issuer_60
ex:coin_12072,nmo:hasIssuer,ex:issuer_60
ex:coin_12072,nmo:hasIssuer,ex:issuer_63
ex:coin_12072,nmo:hasIssuer,ex:issuer_70
ex:coin_12297,nmo:hasIssuer,ex:issuer_60
ex:coin_12350,nmo:hasIssuer,ex:issuer_60
ex:coin_13130,nmo:hasIssuer,ex:issuer_60
ex:coin_13130,nmo:hasIssuer,ex:issuer_63
ex:coin_13623,nmo:hasIssuer,ex:issuer_60
ex:coin_13623,nmo:hasIssuer,ex:issuer_63
ex:coin_13732,nmo:hasIssuer,ex:issuer_60
ex:coin_13750,nmo:hasIssuer,ex:issuer_60
ex:coin_13778,nmo:hasIssuer,ex:issuer_60
ex:coin_13826,nmo:hasIssuer,ex:issuer_60
ex:coin_13826,nmo:hasIssuer,ex:issuer_63
ex:coin_14317,nmo:hasIssuer,ex:issuer_60
ex:coin_14318,nmo:hasIssuer,ex:issuer_60
ex:coin_14319,nmo:hasIssuer,ex:issuer_60
ex:coin_15563,nmo:hasIssuer,ex:issuer_60
ex:coin_15602,nmo:hasIssuer,ex:issuer_60
ex:coin_15661,nmo:hasIssuer,ex:issuer_60
ex:coin_15661,nmo:hasIssuer,ex:issuer_63
ex:coin_15691,nmo:hasIssuer,ex:issuer_60
ex:coin_16028,nmo:hasIssuer,ex:issuer_60
ex:coin_16043,nmo:hasIssuer,ex:issuer_60
ex:coin_16272,nmo:hasIssuer,ex:issuer_60
ex:coin_16645,nmo:hasIssuer,ex:issuer_60
ex:coin_16646,nmo:hasIssuer,ex:issuer_60
ex:coin_16797,nmo:hasIssuer,ex:issuer_60
ex:coin_17148,nmo:hasIssuer,ex:issuer_60
ex:coin_17795,nmo:hasIssuer,ex:issuer_60
ex:coin_28106,nmo:hasIssuer,ex:issuer_60
ex:coin_28215,nmo:hasIssuer,ex:issuer_60
ex:coin_28215,nmo:hasIssuer,ex:issuer_63
ex:coin_28384,nmo:hasIssuer,ex:issuer_60
ex:coin_28385,nmo:hasIssuer,ex:issuer_60
ex:coin_28646,nmo:hasIssuer,ex:issuer_60
ex:coin_28646,nmo:hasIssuer,ex:issuer_63
ex:coin_28782,nmo:hasIssuer,ex:issuer_60
ex:coin_30166,nmo:hasIssuer,ex:issuer_60
ex:coin_35464,nmo:hasIssuer,ex:issuer_60
ex:coin_35465,nmo:hasIssuer,ex:issuer_60
ex:coin_35466,nmo:hasIssuer,ex:issuer_60
ex:coin_35467,nmo:hasIssuer,ex:issuer_60
ex:coin_35495,nmo:hasIssuer,ex:issuer_60
ex:coin_35522,nmo:hasIssuer,ex:issuer_60
ex:coin_35522,nmo:hasIssuer,ex:issuer_63
ex:coin_35530,nmo:hasIssuer,ex:issuer_60
ex:coin_35531,nmo:hasIssuer,ex:issuer_60
ex:coin_35544,nmo:hasIssuer,ex:issuer_60
ex:coin_35574,nmo:hasIssuer,ex:issuer_60
ex:coin_35602,nmo:hasIssuer,ex:issuer_60
ex:coin_35608,nmo:hasIssuer,ex:issuer_60
ex:coin_35620,nmo:hasIssuer,ex:issuer_60
ex:coin_35622,nmo:hasIssuer,ex:issuer_60
ex:coin_35628,nmo:hasIssuer,ex:issuer_60
ex:coin_35631,nmo:hasIssuer,ex:issuer_60
ex:coin_35633,nmo:hasIssuer,ex:issuer_60
ex:coin_35650,nmo:hasIssuer,ex:issuer_60
ex:coin_35660,nmo:hasIssuer,ex:issuer_60
ex:coin_40188,nmo:hasIssuer,ex:issuer_60
ex:coin_40189,nmo:hasIssuer,ex:issuer_60
ex:coin_40190,nmo:hasIssuer,ex:issuer_60
ex:coin_40191,nmo:hasIssuer,ex:issuer_60
ex:coin_40192,nmo:hasIssuer,ex:issuer_60
ex:coin_788,nmo:hasIssuer,ex:issuer_63
ex:coin_820,nmo:hasIssuer,ex:issuer_63
ex:coin_1129,nmo:hasIssuer,ex:issuer_63
ex:coin_1681,nmo:hasIssuer,ex:issuer_63
ex:coin_1966,nmo:hasIssuer,ex:issuer_63
ex:coin_2898,nmo:hasIssuer,ex:issuer_63
ex:coin_2982,nmo:hasIssuer,ex:issuer_63
ex:coin_3159,nmo:hasIssuer,ex:issuer_63
ex:coin_3160,nmo:hasIssuer,ex:issuer_63
ex:coin_3647,nmo:hasIssuer,ex:issuer_63
ex:coin_3648,nmo:hasIssuer,ex:issuer_63
ex:coin_3649,nmo:hasIssuer,ex:issuer_63
ex:coin_3650,nmo:hasIssuer,ex:issuer_63
ex:coin_3937,nmo:hasIssuer,ex:issuer_63
ex:coin_3938,nmo:hasIssuer,ex:issuer_63
ex:coin_3939,nmo:hasIssuer,ex:issuer_63
ex:coin_3940,nmo:hasIssuer,ex:issuer_63
ex:coin_3941,nmo:hasIssuer,ex:issuer_63
ex:coin_3942,nmo:hasIssuer,ex:issuer_63
ex:coin_3943,nmo:hasIssuer,ex:issuer_63
ex:coin_3944,nmo:hasIssuer,ex:issuer_63
ex:coin_3945,nmo:hasIssuer,ex:issuer_63
ex:coin_3946,nmo:hasIssuer,ex:issuer_63
ex:coin_3947,nmo:hasIssuer,ex:issuer_63
ex:coin_3948,nmo:hasIssuer,ex:issuer_63
ex:coin_3949,nmo:hasIssuer,ex:issuer_63
ex:coin_3950,nmo:hasIssuer,ex:issuer_63
ex:coin_4499,nmo:hasIssuer,ex:issuer_63
ex:coin_4799,nmo:hasIssuer,ex:issuer_63
ex:coin_4800,nmo:hasIssuer,ex:issuer_63
ex:coin_4876,nmo:hasIssuer,ex:issuer_63
ex:coin_5164,nmo:hasIssuer,ex:issuer_63
ex:coin_5165,nmo:hasIssuer,ex:issuer_63
ex:coin_5166,nmo:hasIssuer,ex:issuer_63
ex:coin_7502,nmo:hasIssuer,ex:issuer_63
ex:coin_7721,nmo:hasIssuer,ex:issuer_63
ex:coin_7722,nmo:hasIssuer,ex:issuer_63
ex:coin_7723,nmo:hasIssuer,ex:issuer_63
ex:coin_7724,nmo:hasIssuer,ex:issuer_63
ex:coin_7725,nmo:hasIssuer,ex:issuer_63
ex:coin_7726,nmo:hasIssuer,ex:issuer_63
ex:coin_8058,nmo:hasIssuer,ex:issuer_63
ex:coin_8137,nmo:hasIssuer,ex:issuer_63
ex:coin_8138,nmo:hasIssuer,ex:issuer_63
ex:coin_9498,nmo:hasIssuer,ex:issuer_63
ex:coin_10048,nmo:hasIssuer,ex:issuer_63
ex:coin_11581,nmo:hasIssuer,ex:issuer_63
ex:coin_13527,nmo:hasIssuer,ex:issuer_63
ex:coin_14115,nmo:hasIssuer,ex:issuer_63
ex:coin_14195,nmo:hasIssuer,ex:issuer_63
ex:coin_14975,nmo:hasIssuer,ex:issuer_63
ex:coin_15958,nmo:hasIssuer,ex:issuer_63
ex:coin_16287,nmo:hasIssuer,ex:issuer_63
ex:coin_17815,nmo:hasIssuer,ex:issuer_63
ex:coin_27298,nmo:hasIssuer,ex:issuer_63
ex:coin_33483,nmo:hasIssuer,ex:issuer_63
ex:coin_35473,nmo:hasIssuer,ex:issuer_63
ex:coin_35497,nmo:hasIssuer,ex:issuer_63
ex:coin_35498,nmo:hasIssuer,ex:issuer_63
ex:coin_35512,nmo:hasIssuer,ex:issuer_63
ex:coin_35570,nmo:hasIssuer,ex:issuer_63
ex:coin_35609,nmo:hasIssuer,ex:issuer_63
ex:coin_35634,nmo:hasIssuer,ex:issuer_63
ex:coin_35647,nmo:hasIssuer,ex:issuer_63
ex:coin_39116,nmo:hasIssuer,ex:issuer_63
ex:coin_42931,nmo:hasIssuer,ex:issuer_63
ex:coin_3996,nmo:hasIssuer,ex:issuer_70
ex:coin_5542,nmo:hasIssuer,ex:issuer_70
ex:coin_12497,nmo:hasIssuer,ex:issuer_70
ex:coin_35357,nmo:hasIssuer,ex:issuer_73
ex:coin_35414,nmo:hasIssuer,ex:issuer_73
ex:coin_1861,nmo:hasIssuer,ex:issuer_74
ex:coin_3553,nmo:hasIssuer,ex:issuer_74
ex:coin_3554,nmo:hasIssuer,ex:issuer_74
ex:coin_4285,nmo:hasIssuer,ex:issuer_74
ex:coin_4286,nmo:hasIssuer,ex:issuer_74
ex:coin_4287,nmo:hasIssuer,ex:issuer_74
ex:coin_6322,nmo:hasIssuer,ex:issuer_74
ex:coin_7738,nmo:hasIssuer,ex:issuer_74
ex:coin_40180,nmo:hasIssuer,ex:issuer_74
ex:coin_42315,nmo:hasIssuer,ex:issuer_74
ex:coin_269,nmo:hasIssuer,ex:issuer_77
ex:coin_762,nmo:hasIssuer,ex:issuer_77
ex:coin_1173,nmo:hasIssuer,ex:issuer_77
ex:coin_1648,nmo:hasIssuer,ex:issuer_77
ex:coin_1657,nmo:hasIssuer,ex:issuer_77
ex:coin_1820,nmo:hasIssuer,ex:issuer_77
ex:coin_1921,nmo:hasIssuer,ex:issuer_77
ex:coin_1922,nmo:hasIssuer,ex:issuer_77
ex:coin_1923,nmo:hasIssuer,ex:issuer_77
ex:coin_2137,nmo:hasIssuer,ex:issuer_77
ex:coin_2235,nmo:hasIssuer,ex:issuer_77
ex:coin_2268,nmo:hasIssuer,ex:issuer_77
ex:coin_2269,nmo:hasIssuer,ex:issuer_77
ex:coin_2270,nmo:hasIssuer,ex:issuer_77
ex:coin_2271,nmo:hasIssuer,ex:issuer_77
ex:coin_2272,nmo:hasIssuer,ex:issuer_77
ex:coin_2273,nmo:hasIssuer,ex:issuer_77
ex:coin_2274,nmo:hasIssuer,ex:issuer_77
ex:coin_2275,nmo:hasIssuer,ex:issuer_77
ex:coin_2276,nmo:hasIssuer,ex:issuer_77
ex:coin_2277,nmo:hasIssuer,ex:issuer_77
ex:coin_2884,nmo:hasIssuer,ex:issuer_77
ex:coin_2967,nmo:hasIssuer,ex:issuer_77
ex:coin_3101,nmo:hasIssuer,ex:issuer_77
ex:coin_3277,nmo:hasIssuer,ex:issuer_77
ex:coin_3278,nmo:hasIssuer,ex:issuer_77
ex:coin_3279,nmo:hasIssuer,ex:issuer_77
ex:coin_3565,nmo:hasIssuer,ex:issuer_77
ex:coin_3566,nmo:hasIssuer,ex:issuer_77
ex:coin_3831,nmo:hasIssuer,ex:issuer_77
ex:coin_4431,nmo:hasIssuer,ex:issuer_77
ex:coin_4432,nmo:hasIssuer,ex:issuer_77
ex:coin_4433,nmo:hasIssuer,ex:issuer_77
ex:coin_4706,nmo:hasIssuer,ex:issuer_77
ex:coin_4861,nmo:hasIssuer,ex:issuer_77
ex:coin_4897,nmo:hasIssuer,ex:issuer_77
ex:coin_4898,nmo:hasIssuer,ex:issuer_77
ex:coin_4942,nmo:hasIssuer,ex:issuer_77
ex:coin_5259,nmo:hasIssuer,ex:issuer_77
ex:coin_5260,nmo:hasIssuer,ex:issuer_77
ex:coin_5261,nmo:hasIssuer,ex:issuer_77
ex:coin_5262,nmo:hasIssuer,ex:issuer_77
ex:coin_5263,nmo:hasIssuer,ex:issuer_77
ex:coin_5264,nmo:hasIssuer,ex:issuer_77
ex:coin_5451,nmo:hasIssuer,ex:issuer_77
ex:coin_5479,nmo:hasIssuer,ex:issuer_77
ex:coin_5584,nmo:hasIssuer,ex:issuer_77
ex:coin_5805,nmo:hasIssuer,ex:issuer_77
ex:coin_6275,nmo:hasIssuer,ex:issuer_77
ex:coin_6354,nmo:hasIssuer,ex:issuer_77
ex:coin_6587,nmo:hasIssuer,ex:issuer_77
ex:coin_7750,nmo:hasIssuer,ex:issuer_77
ex:coin_7751,nmo:hasIssuer,ex:issuer_77
ex:coin_8171,nmo:hasIssuer,ex:issuer_77
ex:coin_8172,nmo:hasIssuer,ex:issuer_77
ex:coin_8173,nmo:hasIssuer,ex:issuer_77
ex:coin_8174,nmo:hasIssuer,ex:issuer_77
ex:coin_8913,nmo:hasIssuer,ex:issuer_77
ex:coin_9249,nmo:hasIssuer,ex:issuer_77
ex:coin_10186,nmo:hasIssuer,ex:issuer_77
ex:coin_11877,nmo:hasIssuer,ex:issuer_77
ex:coin_12322,nmo:hasIssuer,ex:issuer_77
ex:coin_13027,nmo:hasIssuer,ex:issuer_77
ex:coin_13141,nmo:hasIssuer,ex:issuer_77
ex:coin_13855,nmo:hasIssuer,ex:issuer_77
ex:coin_15669,nmo:hasIssuer,ex:issuer_77
ex:coin_15710,nmo:hasIssuer,ex:issuer_77
ex:coin_15975,nmo:hasIssuer,ex:issuer_77
ex:coin_16032,nmo:hasIssuer,ex:issuer_288
ex:coin_16032,nmo:hasIssuer,ex:issuer_77
ex:coin_16164,nmo:hasIssuer,ex:issuer_77
ex:coin_16354,nmo:hasIssuer,ex:issuer_77
ex:coin_17167,nmo:hasIssuer,ex:issuer_77
ex:coin_17963,nmo:hasIssuer,ex:issuer_77
ex:coin_18338,nmo:hasIssuer,ex:issuer_77
ex:coin_18690,nmo:hasIssuer,ex:issuer_77
ex:coin_18690,nmo:hasIssuer,ex:issuer_83
