s,p,o
ex:coin_31372,nmo:hasIssuer,ex:issuer_154
ex:coin_31372,nmo:hasPortrait,ex:person_40
ex:coin_31395,nmo:hasIssuer,ex:issuer_131
ex:coin_31395,nmo:hasIssuer,ex:issuer_154
ex:coin_31395,nmo:hasPortrait,ex:person_41
ex:coin_31405,nmo:hasIssuer,ex:issuer_131
ex:coin_31405,nmo:hasIssuer,ex:issuer_154
ex:coin_31405,nmo:hasPortrait,ex:person_40
ex:coin_31427,nmo:hasIssuer,ex:issuer_154
ex:coin_31427,nmo:hasIssuer,ex:issuer_131
ex:coin_31427,nmo:hasPortrait,ex:person_41
ex:coin_31438,nmo:hasIssuer,ex:issuer_154
ex:coin_31438,nmo:hasIssuer,ex:issuer_131
ex:coin_31438,nmo:hasPortrait,ex:person_40
ex:coin_31445,nmo:hasIssuer,ex:issuer_131
ex:coin_31445,nmo:hasIssuer,ex:issuer_154
ex:coin_31445,nmo:hasPortrait,ex:person_41
ex:coin_31449,nmo:hasIssuer,ex:issuer_154
ex:coin_31449,nmo:hasIssuer,ex:issuer_131
ex:coin_31449,nmo:hasPortrait,ex:person_40
ex:coin_31491,nmo:hasIssuer,ex:issuer_131
ex:coin_31491,nmo:hasIssuer,ex:issuer_154
ex:coin_31491,nmo:hasPortrait,ex:person_40
ex:coin_31529,nmo:hasIssuer,ex:issuer_131
ex:coin_31529,nmo:hasIssuer,ex:issuer_154
ex:coin_31529,nmo:hasPortrait,ex:person_41
ex:coin_31534,nmo:hasIssuer,ex:issuer_154
ex:coin_31534,nmo:hasIssuer,ex:issuer_131
ex:coin_31534,nmo:hasPortrait,ex:person_40
ex:coin_31536,nmo:hasIssuer,ex:issuer_131
ex:coin_31536,nmo:hasIssuer,ex:issuer_154
ex:coin_31536,nmo:hasPortrait,ex:person_40
ex:coin_31579,nmo:hasIssuer,ex:issuer_154
ex:coin_31579,nmo:hasIssuer,ex:issuer_131
ex:coin_31579,nmo:hasPortrait,ex:person_40
ex:coin_31596,nmo:hasIssuer,ex:issuer_154
ex:coin_31596,nmo:hasIssuer,ex:issuer_131
ex:coin_31596,nmo:hasPortrait,ex:person_41
ex:coin_31609,nmo:hasIssuer,ex:issuer_131
ex:coin_31609,nmo:hasIssuer,ex:issuer_154
ex:coin_31609,nmo:hasPortrait,ex:person_40
ex:coin_31612,nmo:hasIssuer,ex:issuer_154
ex:coin_31612,nmo:hasIssuer,ex:issuer_131
ex:coin_31612,nmo:hasPortrait,ex:person_40
ex:coin_31655,nmo:hasIssuer,ex:issuer_131
ex:coin_31655,nmo:hasIssuer,ex:issuer_154
ex:coin_31655,nmo:hasPortrait,ex:person_41
ex:coin_31673,nmo:hasIssuer,ex:issuer_154
ex:coin_31673,nmo:hasIssuer,ex:issuer_131
ex:coin_31673,nmo:hasPortrait,ex:person_40
ex:coin_31743,nmo:hasIssuer,ex:issuer_131
ex:coin_31743,nmo:hasIssuer,ex:issuer_152
ex:coin_31743,nmo:hasPortrait,ex:person_36
ex:coin_31815,nmo:hasIssuer,ex:issuer_131
ex:coin_31815,nmo:hasIssuer,ex:issuer_154
ex:coin_31815,nmo:hasPortrait,ex:person_41
ex:coin_31830,nmo:hasIssuer,ex:issuer_131
ex:coin_31830,nmo:hasIssuer,ex:issuer_154
ex:coin_31830,nmo:hasPortrait,ex:person_40
ex:coin_31867,nmo:hasIssuer,ex:issuer_131
ex:coin_31867,nmo:hasIssuer,ex:issuer_154
ex:coin_31867,nmo:hasPortrait,ex:person_41
ex:coin_31872,nmo:hasIssuer,ex:issuer_154
ex:coin_31872,nmo:hasIssuer,ex:issuer_131
ex:coin_31872,nmo:hasPortrait,ex:person_40
ex:coin_31884,nmo:hasIssuer,ex:issuer_131
ex:coin_31884,nmo:hasIssuer,ex:issuer_154
ex:coin_31884,nmo:hasPortrait,ex:person_41
ex:coin_31941,nmo:hasIssuer,ex:issuer_154
ex:coin_31941,nmo:hasIssuer,ex:issuer_131
ex:coin_31941,nmo:hasPortrait,ex:person_40
ex:coin_31979,nmo:hasIssuer,ex:issuer_131
ex:coin_31979,nmo:hasIssuer,ex:issuer_154
ex:coin_31979,nmo:hasPortrait,ex:person_41
ex:coin_31984,nmo:hasIssuer,ex:issuer_131
ex:coin_31984,nmo:hasIssuer,ex:issuer_154
ex:coin_31984,nmo:hasPortrait,ex:person_40
ex:coin_31985,nmo:hasIssuer,ex:issuer_154
ex:coin_31985,nmo:hasIssuer,ex:issuer_131
ex:coin_31985,nmo:hasPortrait,ex:person_41
ex:coin_32014,nmo:hasIssuer,ex:issuer_154
ex:coin_32014,nmo:hasIssuer,ex:issuer_131
ex:coin_32014,nmo:hasPortrait,ex:person_40
ex:coin_32073,nmo:hasIssuer,ex:issuer_131
ex:coin_32073,nmo:hasIssuer,ex:issuer_154
ex:coin_32073,nmo:hasPortrait,ex:person_41
ex:coin_32217,nmo:hasIssuer,ex:issuer_131
ex:coin_32217,nmo:hasIssuer,ex:issuer_154
ex:coin_32217,nmo:hasPortrait,ex:person_40
ex:coin_32344,nmo:hasIssuer,ex:issuer_131
ex:coin_32344,nmo:hasIssuer,ex:issuer_154
ex:coin_32344,nmo:hasPortrait,ex:person_41
ex:coin_32376,nmo:hasIssuer,ex:issuer_131
ex:coin_32376,nmo:hasIssuer,ex:issuer_154
ex:coin_32376,nmo:hasPortrait,ex:person_40
ex:coin_32402,nmo:hasIssuer,ex:issuer_154
ex:coin_32402,nmo:hasIssuer,ex:issuer_131
ex:coin_32402,nmo:hasPortrait,ex:person_41
ex:coin_32410,nmo:hasIssuer,ex:issuer_131
ex:coin_32410,nmo:hasIssuer,ex:issuer_154
ex:coin_32410,nmo:hasPortrait,ex:person_40
ex:coin_32445,nmo:hasIssuer,ex:issuer_131
ex:coin_32445,nmo:hasIssuer,ex:issuer_154
ex:coin_32445,nmo:hasPortrait,ex:person_40
ex:coin_32505,nmo:hasIssuer,ex:issuer_131
ex:coin_32505,nmo:hasIssuer,ex:issuer_154
ex:coin_32505,nmo:hasPortrait,ex:person_41
ex:coin_32553,nmo:hasIssuer,ex:issuer_154
ex:coin_32553,nmo:hasIssuer,ex:issuer_131
ex:coin_32553,nmo:hasPortrait,ex:person_41
ex:coin_32580,nmo:hasIssuer,ex:issuer_154
ex:coin_32580,nmo:hasIssuer,ex:issuer_131
ex:coin_32580,nmo:hasPortrait,ex:person_40
ex:coin_32655,nmo:hasIssuer,ex:issuer_154
ex:coin_32655,nmo:hasIssuer,ex:issuer_131
ex:coin_32655,nmo:hasPortrait,ex:person_40
ex:coin_32688,nmo:hasIssuer,ex:issuer_131
ex:coin_32688,nmo:hasIssuer,ex:issuer_154
ex:coin_32688,nmo:hasPortrait,ex:person_40
ex:coin_32743,nmo:hasIssuer,ex:issuer_154
ex:coin_32743,nmo:hasIssuer,ex:issuer_131
ex:coin_32743,nmo:hasPortrait,ex:person_40
ex:coin_32748,nmo:hasIssuer,ex:issuer_131
ex:coin_32748,nmo:hasIssuer,ex:issuer_154
ex:coin_32748,nmo:hasPortrait,ex:person_41
ex:coin_32753,nmo:hasIssuer,ex:issuer_154
ex:coin_32753,nmo:hasIssuer,ex:issuer_131
ex:coin_32753,nmo:hasPortrait,ex:person_41
ex:coin_32788,nmo:hasIssuer,ex:issuer_131
ex:coin_32788,nmo:hasIssuer,ex:issuer_154
ex:coin_32788,nmo:hasPortrait,ex:person_41
ex:coin_32799,nmo:hasIssuer,ex:issuer_131
ex:coin_32799,nmo:hasIssuer,ex:issuer_154
ex:coin_32799,nmo:hasPortrait,ex:person_41
ex:coin_32875,nmo:hasIssuer,ex:issuer_154
ex:coin_32875,nmo:hasIssuer,ex:issuer_131
ex:coin_32875,nmo:hasPortrait,ex:person_41
ex:coin_32886,nmo:hasIssuer,ex:issuer_131
ex:coin_32886,nmo:hasIssuer,ex:issuer_154
ex:coin_32886,nmo:hasPortrait,ex:person_40
ex:coin_32950,nmo:hasIssuer,ex:issuer_131
ex:coin_32950,nmo:hasIssuer,ex:issuer_154
ex:coin_32950,nmo:hasPortrait,ex:person_41
ex:coin_32951,nmo:hasIssuer,ex:issuer_154
ex:coin_32951,nmo:hasIssuer,ex:issuer_131
ex:coin_32951,nmo:hasPortrait,ex:person_40
ex:coin_33005,nmo:hasIssuer,ex:issuer_131
ex:coin_33005,nmo:hasIssuer,ex:issuer_154
ex:coin_33005,nmo:hasPortrait,ex:person_41
ex:coin_33015,nmo:hasIssuer,ex:issuer_154
ex:coin_33015,nmo:hasIssuer,ex:issuer_131
ex:coin_33015,nmo:hasPortrait,ex:person_40
ex:coin_33042,nmo:hasIssuer,ex:issuer_131
ex:coin_33042,nmo:hasIssuer,ex:issuer_154
ex:coin_33042,nmo:hasPortrait,ex:person_40
ex:coin_33076,nmo:hasIssuer,ex:issuer_154
ex:coin_33076,nmo:hasIssuer,ex:issuer_131
ex:coin_33076,nmo:hasPortrait,ex:person_40
ex:coin_33119,nmo:hasIssuer,ex:issuer_154
ex:coin_33119,nmo:hasIssuer,ex:issuer_131
ex:coin_33119,nmo:hasPortrait,ex:person_40
ex:coin_33157,nmo:hasIssuer,ex:issuer_154
ex:coin_33157,nmo:hasIssuer,ex:issuer_131
ex:coin_33157,nmo:hasPortrait,ex:person_40
ex:coin_33231,nmo:hasIssuer,ex:issuer_131
ex:coin_33231,nmo:hasIssuer,ex:issuer_154
ex:coin_33231,nmo:hasPortrait,ex:person_41
ex:coin_33252,nmo:hasIssuer,ex:issuer_154
ex:coin_33252,nmo:hasIssuer,ex:issuer_131
ex:coin_33252,nmo:hasPortrait,ex:person_41
ex:coin_33259,nmo:hasIssuer,ex:issuer_131
ex:coin_33259,nmo:hasIssuer,ex:issuer_154
ex:coin_33259,nmo:hasPortrait,ex:person_41
ex:coin_33386,nmo:hasIssuer,ex:issuer_131
ex:coin_33386,nmo:hasIssuer,ex:issuer_154
ex:coin_33386,nmo:hasPortrait,ex:person_41
ex:coin_33438,nmo:hasIssuer,ex:issuer_154
ex:coin_33438,nmo:hasIssuer,ex:issuer_131
ex:coin_33438,nmo:hasPortrait,ex:person_40
ex:coin_33456,nmo:hasIssuer,ex:issuer_154
ex:coin_33456,nmo:hasIssuer,ex:issuer_131
ex:coin_33456,nmo:hasPortrait,ex:person_41
ex:coin_33460,nmo:hasIssuer,ex:issuer_131
ex:coin_33460,nmo:hasIssuer,ex:issuer_154
ex:coin_33460,nmo:hasPortrait,ex:person_41
ex:coin_33517,nmo:hasIssuer,ex:issuer_154
ex:coin_33517,nmo:hasIssuer,ex:issuer_131
ex:coin_33517,nmo:hasPortrait,ex:person_40
ex:coin_33875,nmo:hasIssuer,ex:issuer_154
ex:coin_33875,nmo:hasIssuer,ex:issuer_131
ex:coin_33875,nmo:hasPortrait,ex:person_40
ex:coin_34385,nmo:hasIssuer,ex:issuer_154
ex:coin_34385,nmo:hasIssuer,ex:issuer_131
ex:coin_34385,nmo:hasPortrait,ex:person_40
ex:coin_34387,nmo:hasIssuer,ex:issuer_154
ex:coin_34387,nmo:hasIssuer,ex:issuer_131
ex:coin_34387,nmo:hasPortrait,ex:person_40
ex:coin_34388,nmo:hasIssuer,ex:issuer_131
ex:coin_34388,nmo:hasIssuer,ex:issuer_154
ex:coin_34388,nmo:hasPortrait,ex:person_41
ex:coin_34390,nmo:hasIssuer,ex:issuer_154
ex:coin_34390,nmo:hasIssuer,ex:issuer_131
ex:coin_34390,nmo:hasPortrait,ex:person_41
ex:coin_34391,nmo:hasIssuer,ex:issuer_131
ex:coin_34391,nmo:hasIssuer,ex:issuer_154
ex:coin_34391,nmo:hasPortrait,ex:person_41
ex:coin_34392,nmo:hasIssuer,ex:issuer_154
ex:coin_34392,nmo:hasIssuer,ex:issuer_131
ex:coin_34392,nmo:hasPortrait,ex:person_41
ex:coin_34393,nmo:hasIssuer,ex:issuer_131
ex:coin_34393,nmo:hasIssuer,ex:issuer_154
ex:coin_34393,nmo:hasPortrait,ex:person_41
ex:coin_34395,nmo:hasIssuer,ex:issuer_131
ex:coin_34395,nmo:hasIssuer,ex:issuer_154
ex:coin_34395,nmo:hasPortrait,ex:person_41
ex:coin_34412,nmo:hasIssuer,ex:issuer_154
ex:coin_34412,nmo:hasIssuer,ex:issuer_131
ex:coin_34412,nmo:hasPortrait,ex:person_40
ex:coin_34437,nmo:hasIssuer,ex:issuer_131
ex:coin_34437,nmo:hasIssuer,ex:issuer_154
ex:coin_34437,nmo:hasPortrait,ex:person_40
ex:coin_34696,nmo:hasIssuer,ex:issuer_154
ex:coin_34696,nmo:hasIssuer,ex:issuer_131
ex:coin_34696,nmo:hasPortrait,ex:person_41
ex:coin_34732,nmo:hasIssuer,ex:issuer_154
ex:coin_34732,nmo:hasIssuer,ex:issuer_131
ex:coin_34732,nmo:hasPortrait,ex:person_40
ex:coin_34733,nmo:hasIssuer,ex:issuer_131
ex:coin_34733,nmo:hasIssuer,ex:issuer_154
ex:coin_34733,nmo:hasPortrait,ex:person_41
ex:coin_34795,nmo:hasIssuer,ex:issuer_131
ex:coin_34795,nmo:hasIssuer,ex:issuer_154
ex:coin_34795,nmo:hasPortrait,ex:person_40
ex:coin_34850,nmo:hasIssuer,ex:issuer_131
ex:coin_34850,nmo:hasIssuer,ex:issuer_154
ex:coin_34850,nmo:hasPortrait,ex:person_40
ex:coin_34860,nmo:hasIssuer,ex:issuer_154
ex:coin_34860,nmo:hasIssuer,ex:issuer_131
ex:coin_34860,nmo:hasPortrait,ex:person_40
ex:coin_34862,nmo:hasIssuer,ex:issuer_154
ex:coin_34862,nmo:hasIssuer,ex:issuer_131
ex:coin_34862,nmo:hasPortrait,ex:person_41
ex:coin_34889,nmo:hasIssuer,ex:issuer_131
ex:coin_34889,nmo:hasIssuer,ex:issuer_154
ex:coin_34889,nmo:hasPortrait,ex:person_41
ex:coin_34907,nmo:hasIssuer,ex:issuer_154
ex:coin_34907,nmo:hasIssuer,ex:issuer_131
ex:coin_34907,nmo:hasPortrait,ex:person_41
ex:coin_34914,nmo:hasIssuer,ex:issuer_131
ex:coin_34914,nmo:hasIssuer,ex:issuer_154
ex:coin_34914,nmo:hasPortrait,ex:person_41
ex:coin_34920,nmo:hasIssuer,ex:issuer_131
ex:coin_34920,nmo:hasIssuer,ex:issuer_154
ex:coin_34920,nmo:hasPortrait,ex:person_41
ex:coin_34922,nmo:hasIssuer,ex:issuer_154
ex:coin_34922,nmo:hasIssuer,ex:issuer_131
ex:coin_34922,nmo:hasPortrait,ex:person_40
ex:coin_34939,nmo:hasIssuer,ex:issuer_131
ex:coin_34939,nmo:hasIssuer,ex:issuer_154
ex:coin_34939,nmo:hasPortrait,ex:person_40
ex:coin_34942,nmo:hasIssuer,ex:issuer_154
ex:coin_34942,nmo:hasIssuer,ex:issuer_131
ex:coin_34942,nmo:hasPortrait,ex:person_41
ex:coin_34955,nmo:hasIssuer,ex:issuer_131
ex:coin_34955,nmo:hasIssuer,ex:issuer_154
ex:coin_34955,nmo:hasPortrait,ex:person_40
ex:coin_34964,nmo:hasIssuer,ex:issuer_131
ex:coin_34964,nmo:hasIssuer,ex:issuer_154
ex:coin_34964,nmo:hasPortrait,ex:person_41
ex:coin_34965,nmo:hasIssuer,ex:issuer_154
ex:coin_34965,nmo:hasIssuer,ex:issuer_131
ex:coin_34965,nmo:hasPortrait,ex:person_40
ex:coin_34967,nmo:hasIssuer,ex:issuer_131
ex:coin_34967,nmo:hasIssuer,ex:issuer_154
ex:coin_34967,nmo:hasPortrait,ex:person_41
ex:coin_34971,nmo:hasIssuer,ex:issuer_131
ex:coin_34971,nmo:hasIssuer,ex:issuer_154
ex:coin_34971,nmo:hasPortrait,ex:person_40
ex:coin_34973,nmo:hasIssuer,ex:issuer_154
ex:coin_34973,nmo:hasIssuer,ex:issuer_131
ex:coin_34973,nmo:hasPortrait,ex:person_40
ex:coin_35047,nmo:hasIssuer,ex:issuer_131
ex:coin_35047,nmo:hasIssuer,ex:issuer_154
ex:coin_35047,nmo:hasPortrait,ex:person_40
ex:coin_35075,nmo:hasIssuer,ex:issuer_131
ex:coin_35075,nmo:hasIssuer,ex:issuer_154
ex:coin_35075,nmo:hasPortrait,ex:person_41
ex:coin_35163,nmo:hasIssuer,ex:issuer_131
ex:coin_35163,nmo:hasIssuer,ex:issuer_154
ex:coin_35163,nmo:hasPortrait,ex:person_41
ex:coin_35170,nmo:hasIssuer,ex:issuer_154
ex:coin_35170,nmo:hasIssuer,ex:issuer_131
ex:coin_35170,nmo:hasPortrait,ex:person_41
ex:coin_35180,nmo:hasIssuer,ex:issuer_131
ex:coin_35180,nmo:hasIssuer,ex:issuer_154
ex:coin_35180,nmo:hasPortrait,ex:person_41
ex:coin_36353,nmo:hasIssuer,ex:issuer_154
ex:coin_36353,nmo:hasIssuer,ex:issuer_131
ex:coin_36353,nmo:hasPortrait,ex:person_40
ex:coin_36354,nmo:hasIssuer,ex:issuer_131
ex:coin_36354,nmo:hasIssuer,ex:issuer_154
ex:coin_36354,nmo:hasPortrait,ex:person_40
ex:coin_36359,nmo:hasIssuer,ex:issuer_154
ex:coin_36359,nmo:hasIssuer,ex:issuer_131
ex:coin_36359,nmo:hasPortrait,ex:person_41
ex:coin_36360,nmo:hasIssuer,ex:issuer_131
ex:coin_36360,nmo:hasIssuer,ex:issuer_154
ex:coin_36360,nmo:hasPortrait,ex:person_40
ex:coin_36377,nmo:hasIssuer,ex:issuer_131
ex:coin_36377,nmo:hasIssuer,ex:issuer_154
ex:coin_36377,nmo:hasPortrait,ex:person_41
ex:coin_36385,nmo:hasIssuer,ex:issuer_154
ex:coin_36385,nmo:hasIssuer,ex:issuer_131
ex:coin_36385,nmo:hasPortrait,ex:person_40
ex:coin_36816,nmo:hasIssuer,ex:issuer_131
ex:coin_36816,nmo:hasIssuer,ex:issuer_154
ex:coin_36816,nmo:hasPortrait,ex:person_41
ex:coin_36841,nmo:hasIssuer,ex:issuer_154
ex:coin_36841,nmo:hasIssuer,ex:issuer_131
ex:coin_36841,nmo:hasPortrait,ex:person_41
ex:coin_36844,nmo:hasIssuer,ex:issuer_131
ex:coin_36844,nmo:hasIssuer,ex:issuer_154
ex:coin_36844,nmo:hasPortrait,ex:person_41
ex:coin_36850,nmo:hasIssuer,ex:issuer_154
ex:coin_36850,nmo:hasIssuer,ex:issuer_131
ex:coin_36850,nmo:hasPortrait,ex:person_41
ex:coin_36853,nmo:hasIssuer,ex:issuer_131
ex:coin_36853,nmo:hasIssuer,ex:issuer_154
ex:coin_36853,nmo:hasPortrait,ex:person_41
ex:coin_36867,nmo:hasIssuer,ex:issuer_131
ex:coin_36867,nmo:hasIssuer,ex:issuer_154
ex:coin_36867,nmo:hasPortrait,ex:person_41
ex:coin_36876,nmo:hasIssuer,ex:issuer_131
ex:coin_36876,nmo:hasIssuer,ex:issuer_154
ex:coin_36876,nmo:hasPortrait,ex:person_41
ex:coin_36883,nmo:hasIssuer,ex:issuer_154
ex:coin_36883,nmo:hasIssuer,ex:issuer_131
ex:coin_36883,nmo:hasPortrait,ex:person_41
ex:coin_36915,nmo:hasIssuer,ex:issuer_131
ex:coin_36915,nmo:hasIssuer,ex:issuer_154
ex:coin_36915,nmo:hasPortrait,ex:person_41
ex:coin_36916,nmo:hasIssuer,ex:issuer_154
ex:coin_36916,nmo:hasIssuer,ex:issuer_131
ex:coin_36916,nmo:hasPortrait,ex:person_40
ex:coin_36919,nmo:hasIssuer,ex:issuer_154
ex:coin_36919,nmo:hasIssuer,ex:issuer_131
ex:coin_36919,nmo:hasPortrait,ex:person_41
ex:coin_36920,nmo:hasIssuer,ex:issuer_131
ex:coin_36920,nmo:hasIssuer,ex:issuer_154
ex:coin_36920,nmo:hasPortrait,ex:person_41
ex:coin_36927,nmo:hasIssuer,ex:issuer_131
ex:coin_36927,nmo:hasIssuer,ex:issuer_154
ex:coin_36927,nmo:hasPortrait,ex:person_40
ex:coin_36934,nmo:hasIssuer,ex:issuer_131
ex:coin_36934,nmo:hasIssuer,ex:issuer_154
ex:coin_36934,nmo:hasPortrait,ex:person_40
ex:coin_36962,nmo:hasIssuer,ex:issuer_131
ex:coin_36962,nmo:hasIssuer,ex:issuer_154
ex:coin_36962,nmo:hasPortrait,ex:person_41
ex:coin_36965,nmo:hasIssuer,ex:issuer_154
ex:coin_36965,nmo:hasIssuer,ex:issuer_131
ex:coin_36965,nmo:hasPortrait,ex:person_41
ex:coin_37356,nmo:hasIssuer,ex:issuer_131
ex:coin_37356,nmo:hasIssuer,ex:issuer_154
ex:coin_37356,nmo:hasPortrait,ex:person_40
ex:coin_37365,nmo:hasIssuer,ex:issuer_131
ex:coin_37365,nmo:hasIssuer,ex:issuer_154
ex:coin_37365,nmo:hasPortrait,ex:person_40
ex:coin_37385,nmo:hasIssuer,ex:issuer_131
ex:coin_37385,nmo:hasIssuer,ex:issuer_154
ex:coin_37385,nmo:hasPortrait,ex:person_40
ex:coin_39169,nmo:hasIssuer,ex:issuer_154
ex:coin_39169,nmo:hasIssuer,ex:issuer_131
ex:coin_39169,nmo:hasPortrait,ex:person_41
ex:coin_40083,nmo:hasIssuer,ex:issuer_154
ex:coin_40083,nmo:hasIssuer,ex:issuer_131
ex:coin_40083,nmo:hasPortrait,ex:person_41
ex:coin_40112,nmo:hasIssuer,ex:issuer_131
ex:coin_40112,nmo:hasIssuer,ex:issuer_154
ex:coin_40112,nmo:hasPortrait,ex:person_41
ex:coin_40122,nmo:hasIssuer,ex:issuer_154
ex:coin_40122,nmo:hasIssuer,ex:issuer_131
ex:coin_40122,nmo:hasPortrait,ex:person_41
ex:coin_40128,nmo:hasIssuer,ex:issuer_131
ex:coin_40128,nmo:hasIssuer,ex:issuer_154
ex:coin_40128,nmo:hasPortrait,ex:person_40
ex:coin_41430,nmo:hasIssuer,ex:issuer_154
ex:coin_41430,nmo:hasIssuer,ex:issuer_131
ex:coin_41430,nmo:hasPortrait,ex:person_40
ex:coin_41916,nmo:hasIssuer,ex:issuer_154
ex:coin_41916,nmo:hasIssuer,ex:issuer_131
ex:coin_41916,nmo:hasPortrait,ex:person_40
ex:coin_1056,nmo:hasIssuer,ex:issuer_161
ex:coin_1056,nmo:hasIssuer,ex:issuer_151
ex:coin_1056,nmo:hasPortrait,ex:person_70
ex:person_70,ex:hasPossibleIssuers,ex:issuer_59
ex:issuer_161,ex:inPossibleIssuersOf,ex:person_34
ex:coin_14572,nmo:hasIssuer,ex:issuer_151
ex:coin_14572,nmo:hasIssuer,ex:issuer_152
ex:coin_14572,nmo:hasPortrait,ex:person_34
ex:coin_10055,nmo:hasIssuer,ex:issuer_288
ex:coin_10055,nmo:hasIssuer,ex:issuer_289
ex:coin_10055,nmo:hasPortrait,ex:person_143
ex:person_143,ex:hasPossibleIssuers,ex:issuer_74
ex:person_143,ex:hasPossibleIssuers,ex:issuer_288
ex:issuer_288,ex:inPossibleIssuersOf,ex:person_4
ex:issuer_288,ex:inPossibleIssuersOf,ex:person_9
ex:issuer_288,ex:inPossibleIssuersOf,ex:person_26
ex:issuer_288,ex:inPossibleIssuersOf,ex:person_135
ex:issuer_288,ex:inPossibleIssuersOf,ex:person_138
ex:issuer_288,ex:inPossibleIssuersOf,ex:person_139
ex:issuer_288,ex:inPossibleIssuersOf,ex:person_141
ex:issuer_288,ex:inPossibleIssuersOf,ex:person_143
ex:issuer_288,ex:inPossibleIssuersOf,ex:person_148
ex:issuer_288,ex:inPossibleIssuersOf,ex:person_149
ex:issuer_288,ex:inPossibleIssuersOf,ex:person_150
ex:issuer_288,ex:inPossibleIssuersOf,ex:person_166
ex:issuer_288,ex:inPossibleIssuersOf,ex:person_167
ex:issuer_288,ex:inPossibleIssuersOf,ex:person_168
ex:issuer_288,ex:inPossibleIssuersOf,ex:person_187
ex:issuer_289,ex:inPossibleIssuersOf,ex:person_163
ex:issuer_289,ex:inPossibleIssuersOf,ex:person_198
ex:person_26,ex:hasPossibleIssuers,ex:issuer_106
ex:person_26,ex:hasPossibleIssuers,ex:issuer_107
ex:person_26,ex:hasPossibleIssuers,ex:issuer_269
ex:person_26,ex:hasPossibleIssuers,ex:issuer_288
ex:person_139,ex:hasPossibleIssuers,ex:issuer_77
ex:person_139,ex:hasPossibleIssuers,ex:issuer_288
ex:person_166,ex:hasPossibleIssuers,ex:issuer_288
ex:person_167,ex:hasPossibleIssuers,ex:issuer_109
ex:person_167,ex:hasPossibleIssuers,ex:issuer_288
ex:person_167,ex:hasPossibleIssuers,ex:issuer_296
ex:person_168,ex:hasPossibleIssuers,ex:issuer_235
ex:person_168,ex:hasPossibleIssuers,ex:issuer_288
ex:person_187,ex:hasPossibleIssuers,ex:issuer_106
ex:person_187,ex:hasPossibleIssuers,ex:issuer_107
ex:person_187,ex:hasPossibleIssuers,ex:issuer_109
ex:person_187,ex:hasPossibleIssuers,ex:issuer_288
ex:person_187,ex:hasPossibleIssuers,ex:issuer_296
ex:person_163,ex:hasPossibleIssuers,ex:issuer_106
ex:person_163,ex:hasPossibleIssuers,ex:issuer_107
ex:person_163,ex:hasPossibleIssuers,ex:issuer_289
ex:person_163,ex:hasPossibleIssuers,ex:issuer_296
ex:person_198,ex:hasPossibleIssuers,ex:issuer_106
ex:person_198,ex:hasPossibleIssuers,ex:issuer_289
ex:person_198,ex:hasPossibleIssuers,ex:issuer_296
