s,o,p
ex:issuer_151,ex:person_43,ex:inPossibleIssuersOf
ex:issuer_151,ex:person_120,ex:inPossibleIssuersOf
ex:coin_42663,ex:issuer_151,nmo:hasIssuer
ex:coin_42663,ex:person_70,nmo:hasPortrait
ex:coin_42663,ex:uncertain,nmo:hasPortrait
ex:person_70,ex:issuer_59,ex:hasPossibleIssuers
ex:issuer_151,ex:person_34,ex:inPossibleIssuersOf
ex:issuer_151,ex:person_39,ex:inPossibleIssuersOf
ex:issuer_151,ex:person_40,ex:inPossibleIssuersOf
ex:issuer_151,ex:person_41,ex:inPossibleIssuersOf
ex:issuer_151,ex:person_43,ex:inPossibleIssuersOf
ex:issuer_151,ex:person_120,ex:inPossibleIssuersOf
ex:coin_42664,ex:issuer_151,nmo:hasIssuer
ex:coin_42664,ex:person_70,nmo:hasPortrait
ex:coin_42664,ex:uncertain,nmo:hasPortrait
ex:person_70,ex:issuer_59,ex:hasPossibleIssuers
ex:issuer_151,ex:person_34,ex:inPossibleIssuersOf
ex:issuer_151,ex:person_39,ex:inPossibleIssuersOf
ex:issuer_151,ex:person_40,ex:inPossibleIssuersOf
ex:issuer_151,ex:person_41,ex:inPossibleIssuersOf
ex:issuer_151,ex:person_43,ex:inPossibleIssuersOf
ex:issuer_151,ex:person_120,ex:inPossibleIssuersOf
ex:coin_42665,ex:issuer_151,nmo:hasIssuer
ex:coin_42665,ex:person_70,nmo:hasPortrait
ex:coin_42665,ex:uncertain,nmo:hasPortrait
ex:person_70,ex:issuer_59,ex:hasPossibleIssuers
ex:issuer_151,ex:person_34,ex:inPossibleIssuersOf
ex:issuer_151,ex:person_39,ex:inPossibleIssuersOf
ex:issuer_151,ex:person_40,ex:inPossibleIssuersOf
ex:issuer_151,ex:person_41,ex:inPossibleIssuersOf
ex:issuer_151,ex:person_43,ex:inPossibleIssuersOf
ex:issuer_151,ex:person_120,ex:inPossibleIssuersOf
ex:coin_42666,ex:issuer_151,nmo:hasIssuer
ex:coin_42666,ex:person_70,nmo:hasPortrait
ex:coin_42666,ex:uncertain,nmo:hasPortrait
ex:person_70,ex:issuer_59,ex:hasPossibleIssuers
ex:issuer_151,ex:person_34,ex:inPossibleIssuersOf
ex:issuer_151,ex:person_39,ex:inPossibleIssuersOf
ex:issuer_151,ex:person_40,ex:inPossibleIssuersOf
ex:issuer_151,ex:person_41,ex:inPossibleIssuersOf
ex:issuer_151,ex:person_43,ex:inPossibleIssuersOf
ex:issuer_151,ex:person_120,ex:inPossibleIssuersOf
ex:coin_42667,ex:issuer_151,nmo:hasIssuer
ex:coin_42667,ex:person_70,nmo:hasPortrait
ex:coin_42667,ex:uncertain,nmo:hasPortrait
ex:person_70,ex:issuer_59,ex:hasPossibleIssuers
ex:issuer_151,ex:person_34,ex:inPossibleIssuersOf
ex:issuer_151,ex:person_39,ex:inPossibleIssuersOf
ex:issuer_151,ex:person_40,ex:inPossibleIssuersOf
ex:issuer_151,ex:person_41,ex:inPossibleIssuersOf
ex:issuer_151,ex:person_43,ex:inPossibleIssuersOf
ex:issuer_151,ex:person_120,ex:inPossibleIssuersOf
ex:coin_42668,ex:issuer_151,nmo:hasIssuer
ex:coin_42668,ex:person_70,nmo:hasPortrait
ex:coin_42668,ex:uncertain,nmo:hasPortrait
ex:person_70,ex:issuer_59,ex:hasPossibleIssuers
ex:issuer_151,ex:person_34,ex:inPossibleIssuersOf
ex:issuer_151,ex:person_39,ex:inPossibleIssuersOf
ex:issuer_151,ex:person_40,ex:inPossibleIssuersOf
ex:issuer_151,ex:person_41,ex:inPossibleIssuersOf
ex:issuer_151,ex:person_43,ex:inPossibleIssuersOf
ex:issuer_151,ex:person_120,ex:inPossibleIssuersOf
ex:coin_16853,ex:issuer_154,nmo:hasIssuer
ex:coin_16853,ex:person_43,nmo:hasPortrait
ex:coin_16853,ex:uncertain,nmo:hasPortrait
ex:person_43,ex:issuer_151,ex:hasPossibleIssuers
ex:person_43,ex:issuer_152,ex:hasPossibleIssuers
ex:coin_16859,ex:issuer_154,nmo:hasIssuer
ex:coin_16859,ex:person_39,nmo:hasPortrait
ex:coin_16859,ex:uncertain,nmo:hasPortrait
ex:person_39,ex:issuer_151,ex:hasPossibleIssuers
ex:person_39,ex:issuer_152,ex:hasPossibleIssuers
ex:coin_1530,ex:issuer_158,nmo:hasIssuer
ex:coin_1530,ex:person_56,nmo:hasPortrait
ex:coin_1530,ex:uncertain,nmo:hasPortrait
ex:person_56,ex:issuer_158,ex:hasPossibleIssuers
ex:issuer_158,ex:person_56,ex:inPossibleIssuersOf
ex:coin_1613,ex:issuer_158,nmo:hasIssuer
ex:coin_1613,ex:person_56,nmo:hasPortrait
ex:coin_1613,ex:uncertain,nmo:hasPortrait
ex:person_56,ex:issuer_158,ex:hasPossibleIssuers
ex:issuer_158,ex:person_56,ex:inPossibleIssuersOf
ex:coin_1616,ex:issuer_158,nmo:hasIssuer
ex:coin_1616,ex:person_56,nmo:hasPortrait
ex:coin_1616,ex:uncertain,nmo:hasPortrait
ex:person_56,ex:issuer_158,ex:hasPossibleIssuers
ex:issuer_158,ex:person_56,ex:inPossibleIssuersOf
ex:coin_1627,ex:issuer_158,nmo:hasIssuer
ex:coin_1627,ex:person_56,nmo:hasPortrait
ex:coin_1627,ex:uncertain,nmo:hasPortrait
ex:person_56,ex:issuer_158,ex:hasPossibleIssuers
ex:issuer_158,ex:person_56,ex:inPossibleIssuersOf
ex:coin_1628,ex:issuer_158,nmo:hasIssuer
ex:coin_1628,ex:person_56,nmo:hasPortrait
ex:coin_1628,ex:uncertain,nmo:hasPortrait
ex:person_56,ex:issuer_158,ex:hasPossibleIssuers
ex:issuer_158,ex:person_56,ex:inPossibleIssuersOf
ex:coin_5085,ex:issuer_158,nmo:hasIssuer
ex:coin_5085,ex:person_56,nmo:hasPortrait
ex:coin_5085,ex:uncertain,nmo:hasPortrait
ex:person_56,ex:issuer_158,ex:hasPossibleIssuers
ex:issuer_158,ex:person_56,ex:inPossibleIssuersOf
ex:coin_5090,ex:issuer_158,nmo:hasIssuer
ex:coin_5090,ex:person_56,nmo:hasPortrait
ex:coin_5090,ex:uncertain,nmo:hasPortrait
ex:person_56,ex:issuer_158,ex:hasPossibleIssuers
ex:issuer_158,ex:person_56,ex:inPossibleIssuersOf
ex:coin_27385,ex:issuer_158,nmo:hasIssuer
ex:coin_27385,ex:person_56,nmo:hasPortrait
ex:coin_27385,ex:uncertain,nmo:hasPortrait
ex:person_56,ex:issuer_158,ex:hasPossibleIssuers
ex:issuer_158,ex:person_56,ex:inPossibleIssuersOf
ex:coin_28510,ex:issuer_158,nmo:hasIssuer
ex:coin_28510,ex:person_56,nmo:hasPortrait
ex:coin_28510,ex:uncertain,nmo:hasPortrait
ex:person_56,ex:issuer_158,ex:hasPossibleIssuers
ex:issuer_158,ex:person_56,ex:inPossibleIssuersOf
ex:coin_28511,ex:issuer_158,nmo:hasIssuer
ex:coin_28511,ex:person_56,nmo:hasPortrait
ex:coin_28511,ex:uncertain,nmo:hasPortrait
ex:person_56,ex:issuer_158,ex:hasPossibleIssuers
ex:issuer_158,ex:person_56,ex:inPossibleIssuersOf
ex:coin_29154,ex:issuer_158,nmo:hasIssuer
ex:coin_29154,ex:person_56,nmo:hasPortrait
ex:coin_29154,ex:uncertain,nmo:hasPortrait
ex:person_56,ex:issuer_158,ex:hasPossibleIssuers
ex:issuer_158,ex:person_56,ex:inPossibleIssuersOf
ex:coin_29619,ex:issuer_158,nmo:hasIssuer
ex:coin_29619,ex:person_56,nmo:hasPortrait
ex:coin_29619,ex:uncertain,nmo:hasPortrait
ex:person_56,ex:issuer_158,ex:hasPossibleIssuers
ex:issuer_158,ex:person_56,ex:inPossibleIssuersOf
ex:coin_29621,ex:issuer_158,nmo:hasIssuer
ex:coin_29621,ex:person_56,nmo:hasPortrait
ex:coin_29621,ex:uncertain,nmo:hasPortrait
ex:person_56,ex:issuer_158,ex:hasPossibleIssuers
ex:issuer_158,ex:person_56,ex:inPossibleIssuersOf
ex:coin_29622,ex:issuer_158,nmo:hasIssuer
ex:coin_29622,ex:person_56,nmo:hasPortrait
ex:coin_29622,ex:uncertain,nmo:hasPortrait
ex:person_56,ex:issuer_158,ex:hasPossibleIssuers
ex:issuer_158,ex:person_56,ex:inPossibleIssuersOf
ex:coin_30003,ex:issuer_158,nmo:hasIssuer
ex:coin_30003,ex:person_56,nmo:hasPortrait
ex:coin_30003,ex:uncertain,nmo:hasPortrait
ex:person_56,ex:issuer_158,ex:hasPossibleIssuers
ex:issuer_158,ex:person_56,ex:inPossibleIssuersOf
ex:coin_30346,ex:issuer_158,nmo:hasIssuer
ex:coin_30346,ex:person_56,nmo:hasPortrait
ex:coin_30346,ex:uncertain,nmo:hasPortrait
ex:person_56,ex:issuer_158,ex:hasPossibleIssuers
ex:issuer_158,ex:person_56,ex:inPossibleIssuersOf
ex:coin_30438,ex:issuer_158,nmo:hasIssuer
ex:coin_30438,ex:person_56,nmo:hasPortrait
ex:coin_30438,ex:uncertain,nmo:hasPortrait
ex:person_56,ex:issuer_158,ex:hasPossibleIssuers
ex:issuer_158,ex:person_56,ex:inPossibleIssuersOf
ex:coin_30483,ex:issuer_158,nmo:hasIssuer
ex:coin_30483,ex:person_56,nmo:hasPortrait
ex:coin_30483,ex:uncertain,nmo:hasPortrait
ex:person_56,ex:issuer_158,ex:hasPossibleIssuers
ex:issuer_158,ex:person_56,ex:inPossibleIssuersOf
ex:coin_30517,ex:issuer_158,nmo:hasIssuer
ex:coin_30517,ex:person_56,nmo:hasPortrait
ex:coin_30517,ex:uncertain,nmo:hasPortrait
ex:person_56,ex:issuer_158,ex:hasPossibleIssuers
ex:issuer_158,ex:person_56,ex:inPossibleIssuersOf
ex:coin_30780,ex:issuer_158,nmo:hasIssuer
ex:coin_30780,ex:person_56,nmo:hasPortrait
ex:coin_30780,ex:uncertain,nmo:hasPortrait
ex:person_56,ex:issuer_158,ex:hasPossibleIssuers
ex:issuer_158,ex:person_56,ex:inPossibleIssuersOf
ex:coin_30869,ex:issuer_158,nmo:hasIssuer
ex:coin_30869,ex:person_56,nmo:hasPortrait
ex:coin_30869,ex:uncertain,nmo:hasPortrait
ex:person_56,ex:issuer_158,ex:hasPossibleIssuers
ex:issuer_158,ex:person_56,ex:inPossibleIssuersOf
ex:coin_31565,ex:issuer_158,nmo:hasIssuer
ex:coin_31565,ex:person_56,nmo:hasPortrait
ex:coin_31565,ex:uncertain,nmo:hasPortrait
ex:person_56,ex:issuer_158,ex:hasPossibleIssuers
ex:issuer_158,ex:person_56,ex:inPossibleIssuersOf
ex:coin_31684,ex:issuer_158,nmo:hasIssuer
ex:coin_31684,ex:person_56,nmo:hasPortrait
ex:coin_31684,ex:uncertain,nmo:hasPortrait
ex:person_56,ex:issuer_158,ex:hasPossibleIssuers
ex:issuer_158,ex:person_56,ex:inPossibleIssuersOf
ex:coin_31718,ex:issuer_158,nmo:hasIssuer
ex:coin_31718,ex:person_56,nmo:hasPortrait
ex:coin_31718,ex:uncertain,nmo:hasPortrait
ex:person_56,ex:issuer_158,ex:hasPossibleIssuers
ex:issuer_158,ex:person_56,ex:inPossibleIssuersOf
ex:coin_31803,ex:issuer_158,nmo:hasIssuer
ex:coin_31803,ex:person_56,nmo:hasPortrait
ex:coin_31803,ex:uncertain,nmo:hasPortrait
ex:person_56,ex:issuer_158,ex:hasPossibleIssuers
ex:issuer_158,ex:person_56,ex:inPossibleIssuersOf
ex:coin_31940,ex:issuer_158,nmo:hasIssuer
ex:coin_31940,ex:person_56,nmo:hasPortrait
ex:coin_31940,ex:uncertain,nmo:hasPortrait
ex:person_56,ex:issuer_158,ex:hasPossibleIssuers
ex:issuer_158,ex:person_56,ex:inPossibleIssuersOf
ex:coin_31981,ex:issuer_158,nmo:hasIssuer
ex:coin_31981,ex:person_56,nmo:hasPortrait
ex:coin_31981,ex:uncertain,nmo:hasPortrait
ex:person_56,ex:issuer_158,ex:hasPossibleIssuers
ex:issuer_158,ex:person_56,ex:inPossibleIssuersOf
ex:coin_32013,ex:issuer_158,nmo:hasIssuer
ex:coin_32013,ex:person_56,nmo:hasPortrait
ex:coin_32013,ex:uncertain,nmo:hasPortrait
ex:person_56,ex:issuer_158,ex:hasPossibleIssuers
ex:issuer_158,ex:person_56,ex:inPossibleIssuersOf
ex:coin_32042,ex:issuer_158,nmo:hasIssuer
ex:coin_32042,ex:person_56,nmo:hasPortrait
ex:coin_32042,ex:uncertain,nmo:hasPortrait
ex:person_56,ex:issuer_158,ex:hasPossibleIssuers
ex:issuer_158,ex:person_56,ex:inPossibleIssuersOf
ex:coin_32247,ex:issuer_158,nmo:hasIssuer
ex:coin_32247,ex:person_56,nmo:hasPortrait
ex:coin_32247,ex:uncertain,nmo:hasPortrait
ex:person_56,ex:issuer_158,ex:hasPossibleIssuers
ex:issuer_158,ex:person_56,ex:inPossibleIssuersOf
ex:coin_32293,ex:issuer_158,nmo:hasIssuer
ex:coin_32293,ex:person_56,nmo:hasPortrait
ex:coin_32293,ex:uncertain,nmo:hasPortrait
ex:person_56,ex:issuer_158,ex:hasPossibleIssuers
ex:issuer_158,ex:person_56,ex:inPossibleIssuersOf
ex:coin_32308,ex:issuer_158,nmo:hasIssuer
ex:coin_32308,ex:person_56,nmo:hasPortrait
ex:coin_32308,ex:uncertain,nmo:hasPortrait
ex:person_56,ex:issuer_158,ex:hasPossibleIssuers
ex:issuer_158,ex:person_56,ex:inPossibleIssuersOf
ex:coin_32411,ex:issuer_158,nmo:hasIssuer
ex:coin_32411,ex:person_56,nmo:hasPortrait
ex:coin_32411,ex:uncertain,nmo:hasPortrait
ex:person_56,ex:issuer_158,ex:hasPossibleIssuers
ex:issuer_158,ex:person_56,ex:inPossibleIssuersOf
ex:coin_32533,ex:issuer_158,nmo:hasIssuer
ex:coin_32533,ex:person_56,nmo:hasPortrait
ex:coin_32533,ex:uncertain,nmo:hasPortrait
ex:person_56,ex:issuer_158,ex:hasPossibleIssuers
ex:issuer_158,ex:person_56,ex:inPossibleIssuersOf
ex:coin_32579,ex:issuer_158,nmo:hasIssuer
ex:coin_32579,ex:person_56,nmo:hasPortrait
ex:coin_32579,ex:uncertain,nmo:hasPortrait
ex:person_56,ex:issuer_158,ex:hasPossibleIssuers
ex:issuer_158,ex:person_56,ex:inPossibleIssuersOf
ex:coin_32595,ex:issuer_158,nmo:hasIssuer
ex:coin_32595,ex:person_56,nmo:hasPortrait
ex:coin_32595,ex:uncertain,nmo:hasPortrait
ex:person_56,ex:issuer_158,ex:hasPossibleIssuers
ex:issuer_158,ex:person_56,ex:inPossibleIssuersOf
ex:coin_32656,ex:issuer_158,nmo:hasIssuer
ex:coin_32656,ex:person_56,nmo:hasPortrait
ex:coin_32656,ex:uncertain,nmo:hasPortrait
ex:person_56,ex:issuer_158,ex:hasPossibleIssuers
ex:issuer_158,ex:person_56,ex:inPossibleIssuersOf
ex:coin_32741,ex:issuer_158,nmo:hasIssuer
ex:coin_32741,ex:person_56,nmo:hasPortrait
ex:coin_32741,ex:uncertain,nmo:hasPortrait
ex:person_56,ex:issuer_158,ex:hasPossibleIssuers
ex:issuer_158,ex:person_56,ex:inPossibleIssuersOf
ex:coin_32917,ex:issuer_158,nmo:hasIssuer
ex:coin_32917,ex:person_56,nmo:hasPortrait
ex:coin_32917,ex:uncertain,nmo:hasPortrait
ex:person_56,ex:issuer_158,ex:hasPossibleIssuers
ex:issuer_158,ex:person_56,ex:inPossibleIssuersOf
ex:coin_32926,ex:issuer_158,nmo:hasIssuer
ex:coin_32926,ex:person_56,nmo:hasPortrait
ex:coin_32926,ex:uncertain,nmo:hasPortrait
ex:person_56,ex:issuer_158,ex:hasPossibleIssuers
ex:issuer_158,ex:person_56,ex:inPossibleIssuersOf
ex:coin_33371,ex:issuer_158,nmo:hasIssuer
ex:coin_33371,ex:person_56,nmo:hasPortrait
ex:coin_33371,ex:uncertain,nmo:hasPortrait
ex:person_56,ex:issuer_158,ex:hasPossibleIssuers
ex:issuer_158,ex:person_56,ex:inPossibleIssuersOf
ex:coin_33437,ex:issuer_158,nmo:hasIssuer
ex:coin_33437,ex:person_56,nmo:hasPortrait
ex:coin_33437,ex:uncertain,nmo:hasPortrait
ex:person_56,ex:issuer_158,ex:hasPossibleIssuers
ex:issuer_158,ex:person_56,ex:inPossibleIssuersOf
ex:coin_33455,ex:issuer_158,nmo:hasIssuer
ex:coin_33455,ex:person_56,nmo:hasPortrait
ex:coin_33455,ex:uncertain,nmo:hasPortrait
ex:person_56,ex:issuer_158,ex:hasPossibleIssuers
ex:issuer_158,ex:person_56,ex:inPossibleIssuersOf
ex:coin_33868,ex:issuer_158,nmo:hasIssuer
ex:coin_33868,ex:person_56,nmo:hasPortrait
ex:coin_33868,ex:uncertain,nmo:hasPortrait
ex:person_56,ex:issuer_158,ex:hasPossibleIssuers
ex:issuer_158,ex:person_56,ex:inPossibleIssuersOf
ex:coin_37934,ex:issuer_158,nmo:hasIssuer
ex:coin_37934,ex:person_56,nmo:hasPortrait
ex:coin_37934,ex:uncertain,nmo:hasPortrait
ex:person_56,ex:issuer_158,ex:hasPossibleIssuers
ex:issuer_158,ex:person_56,ex:inPossibleIssuersOf
ex:coin_37987,ex:issuer_158,nmo:hasIssuer
ex:coin_37987,ex:person_56,nmo:hasPortrait
ex:coin_37987,ex:uncertain,nmo:hasPortrait
ex:person_56,ex:issuer_158,ex:hasPossibleIssuers
ex:issuer_158,ex:person_56,ex:inPossibleIssuersOf
ex:coin_38022,ex:issuer_158,nmo:hasIssuer
ex:coin_38022,ex:person_56,nmo:hasPortrait
ex:coin_38022,ex:uncertain,nmo:hasPortrait
ex:person_56,ex:issuer_158,ex:hasPossibleIssuers
ex:issuer_158,ex:person_56,ex:inPossibleIssuersOf
ex:coin_38047,ex:issuer_158,nmo:hasIssuer
ex:coin_38047,ex:person_56,nmo:hasPortrait
ex:coin_38047,ex:uncertain,nmo:hasPortrait
ex:person_56,ex:issuer_158,ex:hasPossibleIssuers
ex:issuer_158,ex:person_56,ex:inPossibleIssuersOf
ex:coin_38048,ex:issuer_158,nmo:hasIssuer
ex:coin_38048,ex:person_56,nmo:hasPortrait
ex:coin_38048,ex:uncertain,nmo:hasPortrait
ex:person_56,ex:issuer_158,ex:hasPossibleIssuers
ex:issuer_158,ex:person_56,ex:inPossibleIssuersOf
ex:coin_38126,ex:issuer_158,nmo:hasIssuer
ex:coin_38126,ex:person_56,nmo:hasPortrait
ex:coin_38126,ex:uncertain,nmo:hasPortrait
ex:person_56,ex:issuer_158,ex:hasPossibleIssuers
ex:issuer_158,ex:person_56,ex:inPossibleIssuersOf
ex:coin_38345,ex:issuer_158,nmo:hasIssuer
ex:coin_38345,ex:person_56,nmo:hasPortrait
ex:coin_38345,ex:uncertain,nmo:hasPortrait
ex:person_56,ex:issuer_158,ex:hasPossibleIssuers
ex:issuer_158,ex:person_56,ex:inPossibleIssuersOf
ex:coin_38433,ex:issuer_158,nmo:hasIssuer
ex:coin_38433,ex:person_56,nmo:hasPortrait
ex:coin_38433,ex:uncertain,nmo:hasPortrait
ex:person_56,ex:issuer_158,ex:hasPossibleIssuers
ex:issuer_158,ex:person_56,ex:inPossibleIssuersOf
ex:coin_39784,ex:issuer_158,nmo:hasIssuer
ex:coin_39784,ex:person_56,nmo:hasPortrait
ex:coin_39784,ex:uncertain,nmo:hasPortrait
ex:person_56,ex:issuer_158,ex:hasPossibleIssuers
ex:issuer_158,ex:person_56,ex:inPossibleIssuersOf
ex:coin_40081,ex:issuer_158,nmo:hasIssuer
ex:coin_40081,ex:person_56,nmo:hasPortrait
ex:coin_40081,ex:uncertain,nmo:hasPortrait
ex:person_56,ex:issuer_158,ex:hasPossibleIssuers
ex:issuer_158,ex:person_56,ex:inPossibleIssuersOf
ex:coin_28002,ex:issuer_189,nmo:hasIssuer
ex:coin_28002,ex:person_175,nmo:hasPortrait
ex:coin_28002,ex:uncertain,nmo:hasPortrait
ex:coin_30179,ex:issuer_189,nmo:hasIssuer
ex:coin_30179,ex:person_175,nmo:hasPortrait
ex:coin_30179,ex:uncertain,nmo:hasPortrait
